GCA_000230935.2	IIHJLC_00039	Whib	36.1	WhiB	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_00063	Whib	35.2	WhiB	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_00303	Fer4	38.6	Ferredoxin_4Fe4S	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_00352	Mycobacterium_marinum_gltD_1_B2HIS5	747.4	Glutamate_synthase	3Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_00479	Mycobacterium_ulcerans_rlmN_A0PQ89	760.1	Radical_SAM_RlmN	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_00488	Mycobacterium_leprae_ispG_B8ZRU5	842.9	IspG_HMBPP_synthase	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_00493	Rieske	42.7	Rieske	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_00559	Fer2	40.4	Ferredoxin_2Fe2S	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_00606	Rieske	65.7	Rieske	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_00615	Mycobacterium_marinum_miaB1_B2HGN2	1005.3	Radical_SAM_MiaB	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_00808	Fer2	61.3	Ferredoxin_2Fe2S	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_00849	Whib	34.8	WhiB	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_00869	Whib	37.4	WhiB	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_00972	Mycobacteroides_abscessus_MAB_0726_B1MI00	516.0	Rieske_steroid_oxygenase	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_00978	Mycobacterium_marinum_MMAR_2932_B2HE91	88.5	Ferredoxin_4Fe4S	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_00987	Rieske	47.0	Rieske	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_01004	Mycolicibacterium_smegmatis_MSMEG_1989_A0QTW5	430.1	Molybdoenzyme	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_01154	Fer4	28.6	Ferredoxin_4Fe4S	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_01165	Mycobacterium_marinum_MMAR_2932_B2HE91	81.3	Ferredoxin_4Fe4S	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_01361	Fer4_12	85.8	Ferredoxin_4Fe4S	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_01394	Radical_SAM	55.4	Radical_SAM	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_01397	Radical_SAM	73.6	Radical_SAM	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_01398	Radical_SAM	60.8	Radical_SAM	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_01432	Whib	91.7	WhiB	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_01699	UDG	39.1	DNA_glycosylase	4Fe-4S	nonFeS_UDG_demoted	core_validated
GCA_000230935.2	IIHJLC_01704	UDG	81.6	DNA_glycosylase	4Fe-4S	nonFeS_UDG_demoted	core_validated
GCA_000230935.2	IIHJLC_01710	Fer2	30.6	Ferredoxin_2Fe2S	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_01849	Mycobacterium_marinum_fdxA_2_B2HF14	209.0	Ferredoxin_4Fe4S	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_01850	Mycolicibacterium_smegmatis_MSMEG_5126_A0R2I4	1851.6	Radical_SAM	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_02080	Mycobacterium_marinum_MMAR_2932_B2HE91	75.9	Ferredoxin_4Fe4S	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_02099	Molybdop_Fe4S4	47.0	Molybdoenzyme	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_02169	Radical_SAM	56.0	Radical_SAM	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_02306	SUFBD_core	295.6	SUF_biogenesis	assembly	functional	core_validated
GCA_000230935.2	IIHJLC_02307	SUFBD_core	238.8	SUF_biogenesis	assembly	functional	core_validated
GCA_000230935.2	IIHJLC_02367	Molybdop_Fe4S4	48.7	Molybdoenzyme	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_02370	Mycobacteroides_abscessus_MAB_3521c_B1MEZ1	170.6	Rieske_nitrite_reductase	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_02384	Radical_SAM	81.6	Radical_SAM	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_02471	Fer2	52.8	Ferredoxin_2Fe2S	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_02491	Rieske	78.4	Rieske	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_02632	Fer4	34.3	Ferredoxin_4Fe4S	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_02638	Rieske	53.5	Rieske	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_02715	Rieske	31.2	Rieske	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_02743	Radical_SAM	71.5	Radical_SAM	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_02846	Rieske	53.9	Rieske	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_02940	Radical_SAM	82.2	Radical_SAM	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_02963	Rieske	66.3	Rieske	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_03144	UDG	79.1	DNA_glycosylase	4Fe-4S	nonFeS_UDG_demoted	core_validated
GCA_000230935.2	IIHJLC_03199	Mycobacterium_marinum_MMAR_2932_B2HE91	86.2	Ferredoxin_4Fe4S	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_03241	Mycobacterium_marinum_MMAR_2932_B2HE91	96.0	Ferredoxin_4Fe4S	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_03248	Rieske	45.3	Rieske	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_03258	Mycobacterium_marinum_MMAR_2932_B2HE91	75.2	Ferredoxin_4Fe4S	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_03268	Rieske	38.9	Rieske	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_03281	Fer2	71.0	Ferredoxin_2Fe2S	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_03414	Molybdop_Fe4S4	43.9	Molybdoenzyme	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_03433	Rieske	36.8	Rieske	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_03478	Mycobacterium_marinum_gltD_1_B2HIS5	935.8	Glutamate_synthase	3Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_03693	Fer2	24.9	Ferredoxin_2Fe2S	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_03717	Rieske	75.3	Rieske	2Fe-2S	functional	core_validated
GCA_000230935.2	IIHJLC_03718	Whib	40.4	WhiB	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_03738	Fer4_8	47.8	Ferredoxin_4Fe4S	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_03747	Mycobacterium_marinum_MMAR_2932_B2HE91	74.6	Ferredoxin_4Fe4S	4Fe-4S	functional	core_validated
GCA_000230935.2	IIHJLC_03752	Molybdop_Fe4S4	42.9	Molybdoenzyme	4Fe-4S	functional	core_validated
