GCA_000230935.2|IIHJLC_00039	WhiB
GCA_000230935.2|IIHJLC_00063	WhiB
GCA_000230935.2|IIHJLC_00303	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_00352	Glutamate_synthase
GCA_000230935.2|IIHJLC_00479	Radical_SAM
GCA_000230935.2|IIHJLC_00488	IspG_HMBPP_synthase
GCA_000230935.2|IIHJLC_00493	Rieske
GCA_000230935.2|IIHJLC_00559	Ferredoxin_2Fe2S
GCA_000230935.2|IIHJLC_00606	Rieske
GCA_000230935.2|IIHJLC_00615	Radical_SAM
GCA_000230935.2|IIHJLC_00808	Ferredoxin_2Fe2S
GCA_000230935.2|IIHJLC_00849	WhiB
GCA_000230935.2|IIHJLC_00869	WhiB
GCA_000230935.2|IIHJLC_00972	Rieske
GCA_000230935.2|IIHJLC_00978	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_00987	Rieske
GCA_000230935.2|IIHJLC_01004	Molybdoenzyme
GCA_000230935.2|IIHJLC_01154	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_01165	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_01361	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_01394	Radical_SAM
GCA_000230935.2|IIHJLC_01397	Radical_SAM
GCA_000230935.2|IIHJLC_01398	Radical_SAM
GCA_000230935.2|IIHJLC_01432	WhiB
GCA_000230935.2|IIHJLC_01699	DNA_glycosylase
GCA_000230935.2|IIHJLC_01704	DNA_glycosylase
GCA_000230935.2|IIHJLC_01710	Ferredoxin_2Fe2S
GCA_000230935.2|IIHJLC_01849	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_01850	Radical_SAM
GCA_000230935.2|IIHJLC_02080	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_02099	Molybdoenzyme
GCA_000230935.2|IIHJLC_02169	Radical_SAM
GCA_000230935.2|IIHJLC_02306	SUF_biogenesis
GCA_000230935.2|IIHJLC_02307	SUF_biogenesis
GCA_000230935.2|IIHJLC_02367	Molybdoenzyme
GCA_000230935.2|IIHJLC_02370	Rieske
GCA_000230935.2|IIHJLC_02384	Radical_SAM
GCA_000230935.2|IIHJLC_02471	Ferredoxin_2Fe2S
GCA_000230935.2|IIHJLC_02491	Rieske
GCA_000230935.2|IIHJLC_02632	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_02638	Rieske
GCA_000230935.2|IIHJLC_02715	Rieske
GCA_000230935.2|IIHJLC_02743	Radical_SAM
GCA_000230935.2|IIHJLC_02846	Rieske
GCA_000230935.2|IIHJLC_02940	Radical_SAM
GCA_000230935.2|IIHJLC_02963	Rieske
GCA_000230935.2|IIHJLC_03144	DNA_glycosylase
GCA_000230935.2|IIHJLC_03199	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_03241	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_03248	Rieske
GCA_000230935.2|IIHJLC_03258	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_03268	Rieske
GCA_000230935.2|IIHJLC_03281	Ferredoxin_2Fe2S
GCA_000230935.2|IIHJLC_03414	Molybdoenzyme
GCA_000230935.2|IIHJLC_03433	Rieske
GCA_000230935.2|IIHJLC_03478	Glutamate_synthase
GCA_000230935.2|IIHJLC_03693	Ferredoxin_2Fe2S
GCA_000230935.2|IIHJLC_03717	Rieske
GCA_000230935.2|IIHJLC_03718	WhiB
GCA_000230935.2|IIHJLC_03738	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_03747	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_03752	Molybdoenzyme
GCA_000230935.2|IIHJLC_03812	Ferredoxin_2Fe2S
GCA_000230935.2|IIHJLC_03909	Molybdoenzyme
GCA_000230935.2|IIHJLC_03997	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_04017	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_04101	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_04104	Rieske
GCA_000230935.2|IIHJLC_04121	Ferredoxin_2Fe2S
GCA_000230935.2|IIHJLC_04289	FeS_reductase_CCG
GCA_000230935.2|IIHJLC_04747	Molybdoenzyme
GCA_000230935.2|IIHJLC_04758	Ferredoxin_2Fe2S
GCA_000230935.2|IIHJLC_04782	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_04783	Ferredoxin_2Fe2S
GCA_000230935.2|IIHJLC_04898	Radical_SAM
GCA_000230935.2|IIHJLC_04981	Radical_SAM
GCA_000230935.2|IIHJLC_04986	Ferredoxin_2Fe2S
GCA_000230935.2|IIHJLC_05014	Molybdoenzyme
GCA_000230935.2|IIHJLC_05026	Rieske
GCA_000230935.2|IIHJLC_05066	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_05220	WhiB
GCA_000230935.2|IIHJLC_05227	DNA_glycosylase
GCA_000230935.2|IIHJLC_05308	DNA_glycosylase
GCA_000230935.2|IIHJLC_05330	Molybdoenzyme
GCA_000230935.2|IIHJLC_05379	Molybdoenzyme
GCA_000230935.2|IIHJLC_05397	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_05408	Rieske
GCA_000230935.2|IIHJLC_05429	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_05464	Rieske
GCA_000230935.2|IIHJLC_05591	Molybdoenzyme
GCA_000230935.2|IIHJLC_05597	Rieske
GCA_000230935.2|IIHJLC_05641	Radical_SAM
GCA_000230935.2|IIHJLC_05656	Ferredoxin_reductase_FprB
GCA_000230935.2|IIHJLC_05843	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_05961	WhiB
GCA_000230935.2|IIHJLC_05990	Molybdoenzyme
GCA_000230935.2|IIHJLC_05994	Rieske
GCA_000230935.2|IIHJLC_06033	SDH_FRD
GCA_000230935.2|IIHJLC_06068	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_06074	Molybdoenzyme
GCA_000230935.2|IIHJLC_06154	WhiB
GCA_000230935.2|IIHJLC_06201	Rieske
GCA_000230935.2|IIHJLC_06223	Molybdoenzyme
GCA_000230935.2|IIHJLC_06240	WhiB
GCA_000230935.2|IIHJLC_06273	WhiB
GCA_000230935.2|IIHJLC_06319	Ferredoxin_2Fe2S
GCA_000230935.2|IIHJLC_06322	Rieske
GCA_000230935.2|IIHJLC_06351	Rieske
GCA_000230935.2|IIHJLC_06422	Rieske
GCA_000230935.2|IIHJLC_06431	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_06439	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_06489	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_06491	Ferredoxin_2Fe2S
GCA_000230935.2|IIHJLC_06492	NADH_dehydrogenase
GCA_000230935.2|IIHJLC_06520	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_06567	Radical_SAM
GCA_000230935.2|IIHJLC_06630	Rieske
GCA_000230935.2|IIHJLC_06648	Rieske
GCA_000230935.2|IIHJLC_06649	Ferredoxin_2Fe2S
GCA_000230935.2|IIHJLC_06714	Rieske
GCA_000230935.2|IIHJLC_06749	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_06785	Rieske
GCA_000230935.2|IIHJLC_06816	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_06856	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_06857	Ferredoxin_4Fe4S
GCA_000230935.2|IIHJLC_07002	Rieske
GCA_000230935.2|IIHJLC_07052	DNA_glycosylase
GCA_001942045.1|COCIBI_00038	Ferredoxin_2Fe2S
GCA_001942045.1|COCIBI_00039	Rieske
GCA_001942045.1|COCIBI_00116	WhiB
GCA_001942045.1|COCIBI_00153	Radical_SAM
GCA_001942045.1|COCIBI_00171	Ferredoxin_reductase_FprB
GCA_001942045.1|COCIBI_00224	Ferredoxin_4Fe4S
GCA_001942045.1|COCIBI_00246	Rieske
GCA_001942045.1|COCIBI_00337	Ferredoxin_4Fe4S
